Direction,Sample,Sep,Mouse Speed,Eye Speed,Mouse Angle,Eye Angle,Mouse I-Angle,Eye I-Angle,Mouse Region,Eye Region
1,0,0.0,0.0,154.16601900887554,0.0,0.12467939260398098,0.0,0.0,0,0
1,0,0.0,0.0,2567.44940416579,0.0,0.9375860730310468,0.0,0.0,0,0
1,0,403.0388213717832,8620.689655172413,947.6404726193587,0.3404084582875602,2.54170314182758,0.0014604820826097035,0.0,0,1
1,0,456.88547894552966,2006.744925021855,534.2831518434874,0.18619437074389938,1.7002960289239952,0.0,0.0025092339214227762,0,1
1,0,427.8142116156077,3163.1696290794594,251.69986737228493,0.3754817459492058,1.6577120517772612,0.0,0.0009699443754365131,0,1
1,0,402.06481993958306,1368.527875216165,619.4779225293059,0.18154830185184948,1.7393342177438182,0.0,0.0058454843613201845,0,1
1,0,369.7165493770334,3421.2427614107755,95.9038458423632,0.28456231179128333,1.4906364219582253,0.0,0.00044407359262023215,0,1
1,0,336.5094787613716,1767.6361560287985,84.5171866599328,0.23799796440167675,1.5963273991723919,0.0,7.581798097073976e-05,0,1
1,0,308.5360939863368,1325.9202385403978,167.99860661308642,0.263988581338246,1.5220749236524114,0.0,0.0007939959688920986,2,1
1,0,279.0002623146694,1623.078969390944,373.55085562474346,0.3310916328367514,1.4649500766720045,0.0,0.003103961534994175,2,1
1,0,245.8206986237412,1504.0542828062223,223.6116956526737,0.4022149026683712,1.4481698313716582,0.0,0.0015665178629359203,2,1
1,0,219.2634813969397,341.8978751047062,209.63355596052637,0.44460615271269227,1.2367765786102798,0.0,0.00268952864606496,2,1
1,0,199.5100987051365,397.6509152224082,213.02292103039298,0.6275534544725618,1.529806397897438,0.00857255655761855,0.0,1,1
1,0,189.42974701038673,1048.3964270695037,276.87582057815007,0.5848884730164123,1.8269944683929102,0.0,0.0035756428408487374,1,1
1,0,168.51711362139665,1884.4310535128554,286.6866881621111,0.5209136690888131,1.6522538129810493,0.0,0.0011877548443081404,1,1
1,0,147.14640306154487,1654.840512897178,90.58687399944658,0.4808455810108748,1.733596207138227,0.0,0.0010657713588560983,1,1
1,0,120.70411289734858,1805.3834253208377,191.5684112070007,0.35590831300435405,1.624770581821261,0.0,0.0006331377438956351,1,1
1,0,97.99850706106457,1585.9578035639129,124.72737594805875,0.3733174945878877,1.526320838190032,0.0,0.0005362321392722329,1,1
1,0,75.51017109782119,1094.0032414910859,154.522340631945,0.22113719539103188,1.5862566982305928,0.0,0.00023175141394879919,1,1
1,0,56.34209298632772,656.6380133715377,325.29103981596387,0.3769672544104593,1.3055477742305674,0.0,0.0045429714878725685,1,1
1,0,43.26799319101569,212.6528442317916,212.8932601815283,0.9877347219502062,1.8761084175972766,0.0,0.0042292928740300505,1,1
1,0,31.220848253918692,194.2443893255237,206.09703539402017,1.5584147104868873,2.1257505499052725,0.0001818237686228822,0.0,1,1
1,0,16.57352924185476,349.17509730512677,373.5373865561629,1.8213875041471432,1.2048848286415883,0.0,0.008644198144911875,1,1
1,0,12.818930186176123,282.9521339306767,243.4963706228323,2.0761330713938,1.7245823146751078,0.005352395071697572,0.0,1,1
1,0,21.326011636291124,214.6485725869923,283.1967830285222,1.5382791103526385,1.0879409209741282,0.00024610086523348405,0.0,1,1
1,0,0.0,0.0,198.43533017428655,0.0,1.0137653867199723,0.0,0.0,0,1
1,1,0.0,0.0,150.93630311244343,0.0,2.717902817771909,0.0,0.0,0,0
1,1,26.122445647751505,2514.116011367957,5037.770776405229,0.28195781350582744,1.8543663039135625,0.007366008614076788,0.0,0,0
1,1,356.39686336778425,2868.1192319728752,10695.325055958292,0.27161862849399726,1.9658313105296388,0.0,0.11834754672946568,0,1
1,1,389.87733761130124,2456.329427720032,1510.123396644925,0.23293092081958972,1.7071751464262048,0.0,0.006395649054906676,0,1
1,1,360.92878009262614,2413.5093690410044,257.45036026119544,0.3073862615437599,1.5413555755280204,0.0,0.0009716175760721028,0,1
1,1,322.0161280358495,3762.9425309170156,537.4016911322719,0.15640642845422764,1.5908795446692474,0.0,0.0005862217822304568,0,1
1,1,289.89101690509005,1607.812779134163,274.6657411224331,0.13116677172159993,1.6827661471649673,0.015146319039559394,0.0,2,1
1,1,267.22808139209474,2538.8203341796066,245.99371961899345,0.12753877100750446,1.7116025410589362,0.0,0.0012200816399456672,2,1
1,1,242.39103853163792,956.6707856658827,101.13557198583653,0.1959883421662684,1.4774858446511254,0.0,0.0009088142154810432,2,1
1,1,218.3523388213137,720.9113284209733,219.1935383911584,0.3706893644276776,1.6818433672181607,0.0,0.0009048537320968891,2,1
1,1,192.15444463643763,658.5248862740913,268.6682687614356,0.39788307389958966,1.377662064331866,0.0,0.0034702813653086245,1,1
1,1,170.97680958311923,769.2990502115572,345.8641045468741,0.4188498896400362,1.668522253765246,0.010233683113778995,0.0,1,1
1,1,152.24755332352635,864.6099430143447,376.3619814567182,0.22377170644751856,1.6638362935312017,0.013083760848645543,0.0,1,1
1,1,136.85795039382987,1375.3824109909606,315.3283533965977,0.2783429447103755,1.5970588359383773,0.012274678848871673,0.0,1,1
1,1,118.84660048376912,1015.6354049042895,188.95996120357168,0.44426538673289356,1.7334515318814092,0.0,0.0012444528834069989,1,1
1,1,95.88557754971038,1130.5769986506423,218.1647972167266,0.5962380951563335,1.6818463612635812,0.0,0.0007651452773031268,1,1
1,1,71.68591324137539,1011.3177583717649,209.15061560576677,0.5476540117380044,1.4955100975950462,0.013094812358653611,0.0,1,1
1,1,53.48623798477929,814.9010477299186,195.748960331056,0.6024385736521181,1.554273462975737,0.00922961219372092,0.0,1,1
1,1,35.70913504344314,403.7614137849425,540.5581590415651,1.144548067965655,1.0797938583460316,0.0,0.007989010925310465,1,1
1,1,34.35848886868438,7.036752960713808,236.42426338832894,1.631308830347727,1.2177373576304056,0.0005898252021210655,0.0,1,1
1,1,38.61149359509886,207.62641303021198,355.3351093990022,1.7289409553047272,2.716811296180525,0.00991251999249756,0.0,1,1
1,1,53.45016247457666,0.0,1166.3545199744572,1.420414046401086,1.6329951776346479,0.0,0.0,1,1
1,1,37.13730992514888,34.311202607651396,208.83521401858386,1.2262168134946874,0.6645112022347995,0.0008864137952249063,0.0,1,1
1,1,0.0,0.0,262.55836216452974,0.0,1.35125279679494,0.0,0.0,0,1
1,10,55.914666422370836,0.0,147.37478578965613,0.0,2.8720947772790106,0.0,0.0,0,0
1,10,97.89430463376507,1292.006430986361,18177.054560172357,0.23634594790396415,2.258752235873751,0.0,0.1501092875308311,0,0
1,10,314.2850012834721,4245.96976033553,4654.164270540885,0.16434624730117525,1.855466496751634,0.0,0.022237729564725844,0,1
1,10,298.68349498187536,2864.4152289858675,1008.7105898801367,0.13285189595778144,1.7800904556354862,0.0,0.004848587905373723,0,1
1,10,256.6365080989606,5361.35535063264,325.9301946350857,0.06051686938720194,1.6059344103028341,0.02516173952226129,0.0,0,1
1,10,207.27570412270637,1894.689699243707,84.27488725721136,0.17311598288187996,1.582387134799003,0.0,0.00041046752692501515,2,1
1,10,162.04688552566478,3101.914207583364,74.13604984613434,0.18805353823511803,1.793457100282445,0.0,0.000758511667975865,2,1
1,10,124.27985529158411,1781.895937277263,133.78701767212763,0.1302734142855107,1.7905703160867494,0.0,0.0006518685012682884,1,1
1,10,96.42152124281061,1520.4094685326047,142.84128830296558,0.2242585386617757,1.6506357146614767,0.0,0.0005105427112561471,1,1
1,10,73.9353587561459,579.597857675282,822.8595955869481,0.5254323536829274,1.7852642375365109,0.0,0.0022010861677825727,1,1
1,10,63.735261709189594,418.5601530734274,614.908160912442,0.4188169612153791,1.9616216178260233,0.0,0.013918157829375105,1,1
1,10,50.57795198159868,155.63457002957057,445.98290378380074,0.7487377414607927,1.3060245855915862,0.007545345885295535,0.0,1,1
1,10,14.220342546815194,360.1080324097229,363.77030958364617,0.6102566410128711,1.5207303819972637,0.008454095686318556,0.0,1,1
1,10,19.457767367300903,555.2470668589033,220.23112963430557,0.38066884063505235,1.6975405560202004,0.0,0.0011555410952481106,1,1
1,10,44.719977353527376,613.772101697316,440.7390558949236,0.7159700439246832,1.4084292225379251,0.009664106793318883,0.0,1,1
1,10,32.996211330822064,177.78831338153373,828.7740212451753,1.3487337493759426,2.651710879397403,0.0019883834868096584,0.0,1,1
1,10,0.0,0.0,234.25176527971226,0.0,2.2511560304178726,0.0,0.0,0,1
1,11,15.839350425580111,15709.067851940728,2803.112859723982,0.39269908169872425,1.2518252261006113,0.0017982389008745865,0.0,0,0
1,11,392.51918330298145,1706.0262659400194,3127.857829983995,0.44697655447747414,1.8663689322334014,0.0,0.030671376551454254,0,1
1,11,371.08019351813664,3139.325366746564,382.6311280272212,0.18735263259775645,1.655731435949732,0.0,0.0001354700202088166,0,1
1,11,312.14331979361305,2164.3900301736,281.587024606832,0.21489622144361992,1.4897269499386114,0.0,0.0020051828090536,0,1
1,11,246.97935274771885,3373.1802580187004,295.32314177491935,0.11833331944901222,1.5958351975333849,0.0,0.001134336404172983,2,1
1,11,194.98501514994135,4561.304735452175,412.1367186961844,0.34583544930179905,1.7052127307381624,0.0,0.001184102463567826,2,1
1,11,158.53858411459882,1526.2748120087338,279.22001771294566,0.2889459791417733,1.6702919143880757,0.0,0.001349053997208087,1,1
1,11,132.49158251174325,2877.4512288878373,614.695011953732,0.31068649186477987,1.708423944173587,0.0,0.0023401250083297013,1,1
1,11,112.81592698925292,1229.4269284156255,248.05588917462148,0.20399139439818265,1.730543186616087,0.0,0.0012370033044246155,1,1
1,11,101.17933792430152,669.1493075759339,891.6594608441712,0.2927000742214144,1.9005336126833074,0.012489113498764439,0.0,1,1
1,11,103.73932130318013,271.90075622397825,283.2682460277553,0.745892469897785,1.9759899420822602,0.0071471460859266036,0.0,1,1
1,11,91.98948152397642,522.8385379533248,136.0962344421725,0.6119363368149199,1.350077106590013,0.0,0.0013429697449657703,1,1
1,11,79.10069965363418,625.4467476769121,248.11472022550646,0.5915462959941662,1.8405672283328136,0.008789455115808285,0.0,1,1
1,11,63.95455965331151,379.2490868081199,192.66674976515915,0.721054649961886,1.7194952927332974,0.0,0.0009370709560915086,1,1
1,11,41.20854899377591,355.0505947097461,290.5407385967031,0.7282413699230319,1.211082556183892,0.0,0.004919610321280051,1,1
1,11,11.110827283814105,58.78894767783657,253.63395155005847,1.4340262961624526,0.49641220385015133,0.0,0.01583867890207746,1,1
1,11,0.0,0.0,244.29546465910894,0.0,0.6972676332469333,0.0,0.0,0,1
1,12,0.0,0.0,204.85775045348547,0.0,1.55388422870018,0.0,0.0,0,0
1,12,28.94881644228114,1390.4654405780498,5630.899574849053,0.1445980346543361,2.1369489606028846,0.010787962949107473,0.0,0,0
1,12,333.01381885286634,2174.2318961609058,12237.197456052661,0.17096234909135452,1.9981223333026843,0.0,0.12913540444753682,0,1
1,12,440.6368932564481,2360.796308046185,558.6351077458328,0.1328707112776387,1.5117605443974347,0.0,0.0016033139007129527,0,1
1,12,372.96896756728955,4400.783182029489,6515.416618848528,0.13992855571906473,1.703430874564999,0.0,0.03143477861609807,0,1
1,12,328.2731171912161,2065.0167845485134,3152.8062909168098,0.2594956316122045,1.3880532573377589,0.0,0.03993287970639573,0,1
1,12,324.7742077131681,2205.116612387169,866.4931045766906,0.14335249784343707,1.6072873832350474,0.0,0.002687868582319435,2,1
1,12,302.8666320324339,3085.231975982374,585.3594351672511,0.32194492992954205,1.8090530118527717,0.0,0.002887408868735608,2,1
1,12,280.55968196064407,1262.6760841257942,205.0121207512266,0.20095387961318792,1.60692087061098,0.0,0.0008614781196573315,2,1
1,12,234.02920651284342,527.5146864884307,3337.901056127141,0.34228768566834156,1.271114332199362,0.0,0.02880822333970226,1,1
1,12,220.03676678635316,466.66396136833987,2836.5697405394058,0.4172919478029804,1.2316825221823604,0.0,0.02105200614833166,1,1
1,12,194.30235970807198,688.560907702901,388.18674092608717,0.30750953682896465,1.7244796671849238,0.0,0.002415903841020311,1,1
1,12,172.91726191136746,622.7942702927133,397.5164279003519,0.4539439699921062,1.5503984892385538,0.0,0.0005888674232620731,1,1
1,12,152.07028528878513,655.835444924728,1662.3364873167138,0.347310447648319,1.5513178545644948,0.0,0.006710469542205453,1,1
1,12,142.19597402250884,737.8251613519342,231.1761680834532,0.3431402485887603,1.8602928665966425,0.0,0.0031547841792604406,1,1
1,12,125.18473884885223,549.0832696715049,251.9834748425795,0.46657047299774984,1.8124208427138129,0.0,0.002608210123982178,1,1
1,12,109.90738778376236,306.1380682687892,349.4729281844275,0.6526421717848697,1.3205754164284451,0.0,0.0016840968208201167,1,1
1,12,83.31281528968354,305.32279404281303,609.5912079977697,1.1175822973121816,1.1628392749882688,0.004116199330823424,0.0,1,1
1,12,59.44122507844168,477.0294895806273,316.79240898787174,1.0383061911744547,1.2871194884314985,0.005005850074199775,0.0,1,1
1,12,21.21560983987467,232.0323699123233,1302.918832743307,1.3028479909733615,0.6557258986744952,0.002891694641553615,0.0,1,1
1,12,0.0,0.0,1156.680386328826,0.0,1.9197409173729842,0.0,0.0,0,1
1,13,0.0,0.0,140.39057059684774,0.0,0.38769658334400664,0.0,0.0,0,0
1,13,36.65841059209707,1375.515818431912,3544.0527231840256,0.13666059404260714,2.118071077175154,0.009479222635844468,0.0,0,0
1,13,248.43926993459402,3606.8530207394047,15404.061905778586,0.29077089021327346,1.9879513995419635,0.0,0.07156533839563253,0,1
1,13,376.0224133588992,2264.195912530537,1418.845517289433,0.11988010260530811,1.7258936939051945,0.0,0.006892602604436259,0,1
1,13,353.33206607882374,9858.69208018403,474.8967805695593,0.2506036885333426,1.6789182108735463,0.01752861945585929,0.0,0,1
1,13,317.29515285740746,3841.08867427568,395.77815088631843,0.1361187658459145,1.5090389047576291,0.017881582946892287,0.0,0,1
1,13,283.0705256512942,2147.3307485833584,88.25242450404966,0.1328500803413076,1.4240681713281622,0.0,0.0004444138231742527,2,1
1,13,249.30672783286127,3306.4807021762654,125.96890553543614,0.31192944759321733,1.6581813893802937,0.0,0.00033621216070683793,2,1
1,13,221.2411746212114,1735.4366615191848,118.16090950313445,0.14471483228281168,1.7148624081582327,0.0,0.0005798806321080998,2,1
1,13,196.506019052287,2613.806900112254,133.34795468487096,0.23832782582034082,1.7721071129441104,0.0,0.0011802525490695749,1,1
1,13,177.10718939113616,909.8624785613514,282.67667343855425,0.2709438626346858,1.8202519496261702,0.0,0.003148289315762476,1,1
1,13,162.60864480734605,320.4422102501452,285.1961290979057,0.5253325454908082,1.7982245337410911,0.0,0.002591362789927481,1,1
1,13,148.30727315569098,450.2049617325782,270.5393387278377,0.4360767418712778,1.4101993121420202,0.0,0.002676839550074327,1,1
1,13,124.66553904732454,630.6837832889142,125.06199282353784,0.38660893718406275,1.3001714517596223,0.0,0.0013804688767082244,1,1
1,13,104.74445787462446,504.72276299661115,296.77903960924476,0.3934514460583886,1.5279987385841323,0.0,0.0016938428561543053,1,1
1,13,89.72086205412937,772.40723686165,156.8384881204005,0.49507399731660406,1.8078587028157702,0.0,0.002446532498932198,1,1
1,13,71.10910822148867,524.7090249952299,186.29145101033745,0.6170978282632009,1.5475076997716581,0.009012462400178438,0.0,1,1
1,13,58.61207978776508,104.30170011771192,175.08109767665286,1.052717580236356,1.7531523693485773,0.004197420863193936,0.0,1,1
1,13,12.32671582403725,118.33119210223815,2490.9799141102817,1.1987384221757524,0.8215371875757462,0.002493192750780787,0.0,1,1
1,13,19.171351377957702,119.22503725782414,2913.4186489129343,1.3854775443259284,1.6562981937980878,0.0,0.033944911761824195,1,1
1,13,0.0,0.0,3245.954344273593,0.0,1.9833071197371044,0.0,0.0,0,1
1,14,0.0,0.0,185.50905685202045,0.0,0.6170352431941146,0.0,0.0,0,0
1,14,49.17805605500786,21052.63157894737,3496.49140274663,0.0,2.771568466402872,0.0008697444543471362,0.0,0,0
1,14,371.0522769934574,1619.6519967590266,5337.034374047029,0.16018296211144278,1.8399317870309793,0.0,0.025904834818661356,0,1
1,14,372.0593677842195,2234.387517401727,459.4964661631604,0.3157976772224258,1.7526432790181117,0.0,0.0020640548660123916,0,1
1,14,336.60120245331075,2217.981358410527,348.41119908122937,0.1374043538035246,1.761981091556101,0.0,0.001710537745335522,0,1
1,14,298.178911832775,2184.0684341442698,259.49753860670006,0.1878913317291931,1.7295704876294065,0.0,0.0007765067468680796,0,1
1,14,259.83840465890717,3303.7214493951083,50.1618316055063,0.14646252908572285,1.47116892866452,0.0,0.00024005998627220923,0,1
1,14,227.4457823011786,1706.451061132729,62.122389601145,0.20063297092950463,1.6428394143275573,0.0,3.536310064442634e-05,2,1
1,14,228.86477514846763,1455.97013578343,5964.964767789078,0.2544301970955534,1.775670721942267,0.0,0.028794289180685717,2,1
1,14,244.89438196779625,1371.7020922947725,629.2115028187868,0.4441891499052555,1.6875228871140817,0.0,0.004721266920702508,2,1
1,14,231.5981803527274,943.9199966196412,276.2461431284031,0.27771510179486475,1.6926838190267963,0.0,0.0017354134822791913,2,1
1,14,214.19186472849069,1078.1455895859121,182.59631477168261,0.3275100413544148,1.7754045681012456,0.0,0.0023868118496370976,1,1
1,14,193.56159513367945,866.1887694145759,112.22023779004682,0.2931566142422278,1.6851759781327873,0.0,0.00025876051104715855,1,1
1,14,174.27546371373552,590.3953290083725,236.94616149911408,0.4171603844527029,1.5947680104838695,0.0,0.0005165987504592238,1,1
1,14,149.93213018843463,438.13355107243143,197.6847703291129,0.45623825521026745,1.372728044498078,0.0,0.0013199252822433463,1,1
1,14,125.7586859887265,931.5183749511704,228.90669333512506,0.3091222547042688,1.445800988552568,0.0,0.002630091642345935,1,1
1,14,97.96209867841746,773.78649444957,180.5968295801294,0.5188047167898766,1.3523859490364538,0.010323353292643306,0.0,1,1
1,14,80.11906800758281,451.5512814364278,290.4616414796429,0.47854906702470273,1.9776624059409131,0.01067314421609872,0.0,1,1
1,14,72.57640658267657,444.46655369809355,329.9255235307866,0.7518231905164249,1.759894584459401,0.008606240197761666,0.0,1,1
1,14,56.06106779113719,358.5014638809775,193.64285126272296,0.8713352926310955,1.2316378020927023,0.0,0.0024222890712627017,1,1
1,14,57.07026858975712,328.6500698381398,238.09915294408654,1.1576652909312732,1.79444143069836,0.0,0.003337954790641423,1,1
1,14,0.0,0.0,327.66186049489403,0.0,0.9248826185695376,0.0,0.0,0,1
1,15,0.0,0.0,269.8671058331583,0.0,2.1729736926083225,0.0,0.0,0,0
1,15,82.05747143091718,9569.377990430621,4025.861032043549,1.5707963267948966,1.7312194331635693,0.0005304020626508403,0.0,0,0
1,15,501.23470572384775,1067.0656541197893,373.90953348123685,0.5178174634643069,1.627042688318321,0.0,0.0018412807963804649,0,1
1,15,475.1688276513425,2475.7427061544527,0.0,0.4016740884377248,1.5652056413954785,0.0,0.0,0,0
1,15,434.1116134241221,5119.257674280724,295.4553245554331,0.3921514280083082,1.5789548191371927,0.0,0.00030790938506144614,0,1
1,15,390.33932103278164,2724.2909513007335,137.31965040635774,0.4407695116610542,1.6124638684545947,0.0,0.0004377606860930434,0,1
1,15,347.03387733630257,4960.776390504595,199.949971080197,0.31019797651818615,1.5572837303269123,0.0,0.00011973358373093342,2,1
1,15,306.8802446017103,2287.7691781169224,71.15041996211177,0.1565772495062979,1.5757426933025729,0.0,4.9763398881013476e-05,2,1
1,15,271.35031313297367,3695.1013513513512,0.0,0.06732288216587748,1.565621586856224,0.0,2.1073424255447017e-08,2,0
1,15,244.84045799800336,2949.5786205089275,229.59040986358852,0.38278379105708665,1.6335912158687902,0.01201980979683555,0.0,1,1
1,15,208.82431532733204,1622.903422997886,611.9205433517282,0.316655155830228,1.4789382366587112,0.0,0.0029931951074790054,1,1
1,15,177.4910112681766,2021.9094877266143,2351.789683160788,0.7917718805455034,1.6166534783300144,0.008595431376489054,0.0,1,1
1,15,156.8283553859521,1423.6961853416378,2249.354630993566,0.6041941298887481,1.4573729200059178,0.0,0.027571870484002153,1,1
1,15,162.51135537675853,726.5084747548264,746.3264610613638,0.7969777620102769,1.4097464028040911,0.0,0.004331225411417899,1,1
1,15,148.97840993918334,343.1889354716616,309.51295490269376,0.8393688010190906,1.7536088897171036,0.0,0.0038939528624801676,1,1
1,15,142.84274266393638,576.3135145519162,250.72049817865718,0.5470761185557811,1.8553522991849736,0.0,0.005267725501774385,1,1
1,15,89.90205098174593,513.7913881310154,2007.2972559920704,0.7257573157916927,1.1766500198453167,0.0,0.05093355631378364,1,1
1,15,57.65535925058461,375.3299536478858,1148.9292682560726,0.6602685844260688,1.8096132434962704,0.008668739898874343,0.0,1,1
1,15,72.76971383429616,146.93390625750266,248.1374836603945,1.0815952860871516,2.2886467160575217,0.0,0.0060138090884097085,1,1
1,15,0.0,0.0,153.61830555149328,0.0,0.2782970265375134,0.0,0.0,0,1
